PID	Code	Description	SubCode	SubDescr	Size	Units	Value	Bldg#	CollectedOn
460	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1300	1	2024-11-04
460	BRN8	POLE BRN/RUN N	 	 	288.00	S.F.	2800	1	2024-11-04
460	PAT1	PATIO-AVG	 	 	320.00	S.F.	1900	1	2024-11-04
460	SHD1	SHED AVERAGE	 	 	200.00	S.F.	3000	1	2024-11-04
460	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
461	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
461	BRN3	1 STORY W/LOFT	 	 	1080.00	S.F.	31300	1	2024-11-04
461	SHP2	WORK SHOP GOOD	 	 	288.00	S.F	8200	1	2024-11-04
461	LNT	LEAN-TO	 	 	60.00	S.F.	300	1	2024-11-04
462	BRN3	1 STORY W/LOFT	 	 	384.00	S.F.	5600	1	2024-11-04
462	BRN3	1 STORY W/LOFT	 	 	594.00	S.F.	6900	1	2024-11-04
462	BRN3	1 STORY W/LOFT	 	 	1110.00	S.F.	12900	1	2024-11-04
462	BRN2	1 STORY W/BSMT	 	 	280.00	S.F.	3200	1	2024-11-04
462	LNT	LEAN-TO	 	 	42.00	S.F.	100	1	2024-11-04
462	PATF	PATIO -FIELDPR	 	 	1.00	UNITS	1000	1	2024-11-04
469	FGR5	W/LOFT GOOD	 	 	672.00	S.F.	29700	1	2024-11-04
469	LNT	LEAN-TO	 	 	168.00	S.F.	600	1	2024-11-04
469	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-11-04
475	MLK	MILK HOUSE	 	 	384.00	S.F.	2400	1	2024-11-04
475	IMP	IMPLEMENT SHED	 	 	1620.00	S.F.	4200	2	2024-11-04
475	BRN1	BARN - 1 STORY	 	 	3200.00	S.F.	18400	2	2024-11-04
475	SHP1	WORK SHOP AVE	 	 	1152.00	S.F.	7100	2	2024-11-04
475	SHD1	SHED AVERAGE	 	 	144.00	S.F.	500	2	2024-11-04
475	SHP3	WORK SHOP POOR	 	 	460.00	S.F.	2200	1	2024-11-04
475	FGR1	GARAGE-AVE	 	 	900.00	S.F.	11500	1	2024-11-04
475	SLO3	CONCRETE TRNCH	 	 	1920.00	SF	3400	2	2024-11-04
475	BRN1	BARN - 1 STORY	 	 	3040.00	S.F.	17500	1	2024-11-04
475	GBIN	SV GRAIN BIN	 	 	3.00	UNITS	8300	2	2024-11-04
475	BRN1	BARN - 1 STORY	 	 	8160.00	S.F.	93800	1	2024-11-04
475	SHP5	W/IMPROV GOOD	 	 	308.00	S.F.	10200	2	2024-11-04
475	WDKA	FP DECK	 	 	1.00	UNITS	2000	2	2024-11-04
476	SHD2	SHED GOOD	 	 	128.00	S.F.	2100	1	2024-11-04
476	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
478	BRN3	1 STORY W/LOFT	 	 	500.00	S.F.	2900	1	2024-11-04
478	BRN1	BARN - 1 STORY	 	 	2400.00	S.F.	38600	1	2024-11-04
478	FGR6	W/LOFT-POOR	 	 	360.00	S.F.	4200	1	2024-11-04
478	LNTA	LEAN-TO  FP	 	 	1.00	UNITS	100	1	2024-11-04
478	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
479	BRN2	1 STORY W/BSMT	 	 	1196.00	S.F.	34700	1	2024-11-04
479	LNT	LEAN-TO	 	 	64.00	S.F.	100	1	2024-11-04
479	IMP	IMPLEMENT SHED	 	 	432.00	S.F.	5600	1	2024-11-04
480	FGR6	W/LOFT-POOR	 	 	675.00	S.F.	4900	1	2024-11-04
480	IMP	IMPLEMENT SHED	 	 	504.00	S.F.	2600	1	2024-11-04
480	BN13	BARN AV FIN UP	 	 	936.00	S.F.	18300	1	2024-11-04
480	IMP	IMPLEMENT SHED	 	 	504.00	S.F.	3300	1	2024-11-04
480	PAVB	SV PAVING SML	 	 	1.00	UNITS	200	1	2024-11-04
482	SHD2	SHED GOOD	 	 	192.00	S.F.	3800	1	2024-11-04
482	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
482	PATE	PATIO -FIELDPR	 	 	1.00	UNITS	500	1	2024-11-04
482	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
484	FGR2	GARAGE-GOOD	 	 	528.00	S.F.	19700	1	2024-11-04
484	IMP	IMPLEMENT SHED	 	 	288.00	S.F.	3200	1	2024-11-04
484	SHD1	SHED AVERAGE	 	 	288.00	S.F.	4300	1	2024-11-04
486	FGR3	GARAGE-LOWCOST	 	 	264.00	S.F.	300	1	2024-11-04
486	FGR3	GARAGE-LOWCOST	 	 	336.00	S.F.	1500	1	2024-11-04
486	BRN6	2 STY W/BSMT	 	 	4560.00	S.F.	53600	1	2024-11-04
486	BRN1	BARN - 1 STORY	 	 	180.00	S.F.	1700	1	2024-11-04
486	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
487	LNT	LEAN-TO	 	 	60.00	S.F.	200	1	2024-11-04
487	PATF	PATIO -FIELDPR	 	 	1.00	UNITS	1000	1	2024-11-04
487	SHD1	SHED AVERAGE	 	 	80.00	S.F.	600	1	2024-11-04
488	BRN1	BARN - 1 STORY	 	 	504.00	S.F.	4600	1	2024-11-04
488	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
489	SHD1	SHED AVERAGE	 	 	80.00	S.F.	600	1	2024-11-04
489	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
490	SHD1	SHED AVERAGE	 	 	128.00	S.F.	1200	1	2024-11-04
490	LNT	LEAN-TO	 	 	70.00	S.F.	200	1	2024-11-04
490	LNT	LEAN-TO	 	 	76.00	S.F.	200	1	2024-11-04
490	PAT1	PATIO-AVG	 	 	80.00	S.F.	100	1	2024-11-04
491	SHD2	SHED GOOD	 	 	280.00	S.F.	2500	1	2024-11-04
492	FGR4	W/LOFT-AVG	 	 	720.00	S.F	22000	1	2024-11-04
492	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1100	1	2024-11-04
492	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
493	BRN2	1 STORY W/BSMT	 	 	2560.00	S.F.	44500	1	2024-11-04
493	CAB2	W/IMPROVEMENTS	 	 	378.00	S.F.	11100	1	2024-11-04
493	GRN1	GREEN HOUSE-RS	 	 	312.00	S.F.	2000	1	2024-11-04
493	SPL2	VINYL/PLASTIC	 	 	800.00	S.F.	13200	1	2024-11-04
494	PAT1	PATIO-AVG	 	 	416.00	S.F.	1900	1	2024-11-04
494	PLT1	PLTRY HSE 1 ST	 	 	64.00	S.F.	600	1	2024-11-04
495	BRN4	1 STY LFT&BSMT	 	 	672.00	S.F.	8200	1	2024-11-04
495	PAT1	PATIO-AVG	 	 	72.00	S.F.	400	1	2024-11-04
495	PAT1	PATIO-AVG	 	 	20.00	S.F.	100	1	2024-11-04
495	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
501	DECK	DECK	 	 	252.00	S.F.	1000	1	2024-11-04
505	SHD2	SHED GOOD	 	 	192.00	S.F.	3800	1	2024-11-04
505	FGR7	W/LOFT EXCELL	 	 	1152.00	S.F.	64300	1	2024-11-04
505	STB5	W/LOFT+IMP+	 	 	1680.00	S.F.	99800	1	2024-11-04
505	BRN8	POLE BRN/RUN N	 	 	660.00	S.F.	9500	1	2024-11-04
505	IMP	IMPLEMENT SHED	 	 	312.00	S.F.	2000	1	2024-11-04
505	STB1	STABLE-LC	 	 	720.00	S.F.	13000	1	2024-11-04
505	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
506	SHD1	SHED AVERAGE	 	 	80.00	S.F.	1000	1	2024-11-04
506	BRN1	BARN - 1 STORY	 	 	336.00	S.F.	6600	1	2024-11-04
506	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
506	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
507	BRN1	BARN - 1 STORY	 	 	13760.00	S.F.	79100	2	2024-11-04
507	PLTA	FP POULTRY BLDG	 	 	1.00	UNITS	100	4	2024-11-04
507	SHP3	WORK SHOP POOR	 	 	231.00	S.F.	400	1	2024-11-04
507	BRN8	POLE BRN/RUN N	 	 	288.00	S.F.	1200	4	2024-11-04
507	BRN4	1 STY LFT&BSMT	 	 	2400.00	S.F.	25200	4	2024-11-04
507	BRN8	POLE BRN/RUN N	 	 	280.00	S.F.	1600	2	2024-11-04
507	BRN3	1 STORY W/LOFT	 	 	880.00	S.F.	6400	4	2024-11-04
507	FGR3	GARAGE-LOWCOST	 	 	264.00	S.F.	1200	1	2024-11-04
507	SHD2	SHED GOOD	 	 	576.00	S.F.	2500	2	2024-11-04
507	BRN1	BARN - 1 STORY	 	 	1600.00	S.F.	14700	2	2024-11-04
507	FGR3	GARAGE-LOWCOST	 	 	264.00	S.F.	1200	1	2024-11-04
507	BRN8	POLE BRN/RUN N	 	 	2800.00	S.F.	15700	2	2024-11-04
507	SHP1	WORK SHOP AVE	 	 	1600.00	S.F.	15700	1	2024-11-04
507	SLO3	CONCRETE TRNCH	 	 	10700.00	SF	11200	1	2024-11-04
507	SHD1	SHED AVERAGE	 	 	112.00	S.F.	1500	1	2024-11-04
509	PATC	PATIO -FIELDPR	 	 	1.00	UNITS	300	1	2024-11-04
509	SHD1	SHED AVERAGE	 	 	96.00	S.F.	1400	1	2024-11-04
509	LNT	LEAN-TO	 	 	64.00	S.F.	200	1	2024-11-04
510	PATI	PATIO -FIELDPR	 	 	1.00	UNITS	2500	1	2024-11-04
510	FGR4	W/LOFT-AVG	 	 	960.00	S.F	34600	1	2024-11-04
511	FGR4	W/LOFT-AVG	 	 	672.00	S.F	20600	1	2024-11-04
511	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
511	PAT1	PATIO-AVG	 	 	480.00	S.F.	2900	1	2024-11-04
513	BRN3	1 STORY W/LOFT	 	 	624.00	S.F.	13600	1	2024-11-04
513	BRN8	POLE BRN/RUN N	 	 	288.00	S.F.	3900	1	2024-11-04
513	SHP1	WORK SHOP AVE	 	 	306.00	S.F.	4500	1	2024-11-04
513	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
513	SHD1	SHED AVERAGE	 	 	144.00	S.F.	2200	1	2024-11-04
513	PATF	PATIO -FIELDPR	 	 	1.00	UNITS	1000	1	2024-11-04
514	SLR1	SOLAR PV <5 KW	 	 	1.00	UNITS	10000	1	2024-11-04
517	BRN8	POLE BRN/RUN N	 	 	612.00	S.F.	3900	1	2024-11-04
517	SLR5	SLR PV >20KW	 	 	1.00	UNITS	60000	1	2024-11-04
517	BRN3	1 STORY W/LOFT	 	 	960.00	S.F.	9700	1	2024-11-04
518	FGR1	GARAGE-AVE	 	 	418.00	S.F.	10700	1	2024-11-04
518	STB4	W/LOFT+ IMPR	 	 	1280.00	S.F.	33800	1	2024-11-04
518	LNT	LEAN-TO	 	 	44.00	S.F.	200	1	2024-11-04
519	SHP1	WORK SHOP AVE	 	 	880.00	S.F.	10800	1	2024-11-04
519	IMP	IMPLEMENT SHED	 	 	396.00	S.F.	2600	1	2024-11-04
519	BRN3	1 STORY W/LOFT	 	 	792.00	S.F.	11500	1	2024-11-04
519	LNT	LEAN-TO	 	 	176.00	S.F.	200	1	2024-11-04
519	PLT1	PLTRY HSE 1 ST	 	 	70.00	S.F.	300	1	2024-11-04
520	SHED	SHED FLDPR	 	 	1.00	UNITS	200	1	2024-11-04
520	SLR4	SOLAR PV 10-19.99 KW	 	 	1.00	UNITS	30000	1	2024-11-04
522	SHD2	SHED GOOD	 	 	160.00	S.F.	3000	1	2024-11-04
522	FGR1	GARAGE-AVE	 	 	624.00	S.F.	20000	1	2024-11-04
522	LNT	LEAN-TO	 	 	24.00	S.F.	100	1	2024-11-04
526	FGR4	W/LOFT-AVG	 	 	624.00	S.F	13500	1	2024-11-04
526	IMP	IMPLEMENT SHED	 	 	220.00	S.F.	1400	1	2024-11-04
526	SHD2	SHED GOOD	 	 	168.00	S.F.	1800	1	2024-11-04
526	IMP	IMPLEMENT SHED	 	 	120.00	S.F.	800	1	2024-11-04
526	WDK	WOOD DECK	 	 	80.00	S.F.	1100	1	2024-11-04
527	SHD2	SHED GOOD	 	 	100.00	S.F.	1800	1	2024-11-04
527	WDK	WOOD DECK	 	 	30.00	S.F.	400	1	2024-11-04
529	FGR1	GARAGE-AVE	 	 	925.00	S.F.	14800	1	2024-11-04
529	SHD1	SHED AVERAGE	 	 	143.00	S.F.	1300	1	2024-11-04
529	PAT1	PATIO-AVG	 	 	240.00	S.F.	1400	1	2024-11-04
530	FGR7	W/LOFT EXCELL	 	 	768.00	S.F.	40500	1	2024-11-04
530	PAT1	PATIO-AVG	 	 	150.00	S.F.	900	1	2024-11-04
532	SHP6	W/IMPROV POOR	 	 	1260.00	S.F.	20300	1	2024-11-04
532	IMP	IMPLEMENT SHED	 	 	600.00	S.F.	4700	1	2024-11-04
533	FGR1	GARAGE-AVE	 	 	432.00	S.F.	10400	1	2024-11-04
533	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
537	SHD2	SHED GOOD	 	 	108.00	S.F.	2100	1	2024-11-04
538	BRN3	1 STORY W/LOFT	 	 	2520.00	S.F.	43800	1	2024-11-04
538	BRN3	1 STORY W/LOFT	 	 	817.00	S.F.	14200	1	2024-11-04
538	SHD1	SHED AVERAGE	 	 	48.00	S.F.	100	1	2024-11-04
538	PLT1	PLTRY HSE 1 ST	 	 	648.00	S.F.	1500	1	2024-11-04
538	SHD1	SHED AVERAGE	 	 	48.00	S.F.	700	1	2024-11-04
540	SHD2	SHED GOOD	 	 	80.00	S.F.	1600	1	2024-11-04
540	SPL6	AG POOL ROUND	 	 	18.00	DIAM	1500	1	2024-11-04
540	WDK	WOOD DECK	 	 	224.00	S.F.	2700	1	2024-11-04
542	FGR6	W/LOFT-POOR	 	 	936.00	S.F.	16300	1	2024-11-04
542	SPL2	VINYL/PLASTIC	 	 	608.00	S.F.	10000	1	2024-11-04
542	FCP	CARPORT	 	 	432.00	S.F.	6000	1	2024-11-04
542	LNT	LEAN-TO	 	 	120.00	S.F.	500	1	2024-11-04
542	CNP1	CANOPY	 	 	260.00	S.F.	2900	1	2024-11-04
545	SHD1	SHED AVERAGE	 	 	144.00	S.F.	900	1	2024-11-04
545	SHDA	SHED FLDPR	 	 	1.00	UNITS	100	1	2024-11-04
545	FGR1	GARAGE-AVE	 	 	1140.00	S.F.	18200	1	2024-11-04
546	FGR3	GARAGE-LOWCOST	 	 	576.00	S.F.	7900	1	2024-11-04
546	STB2	W/IMPROVEMENTS	 	 	384.00	S.F.	10000	1	2024-11-04
547	FGR1	GARAGE-AVE	 	 	312.00	S.F.	6000	1	2024-11-04
547	SHD3	LOW COST	 	 	224.00	S.F.	500	1	2024-11-04
552	BRN2	1 STORY W/BSMT	 	 	2400.00	S.F.	3500	1	2024-11-04
552	SHD1	SHED AVERAGE	 	 	168.00	S.F.	100	1	2024-11-04
552	SHD1	SHED AVERAGE	 	 	64.00	S.F.	1000	1	2024-11-04
557	IMP	IMPLEMENT SHED	 	 	504.00	S.F.	2000	1	2024-11-04
557	DECK	DECK	 	 	176.00	S.F.	1400	1	2024-11-04
557	LNT	LEAN-TO	 	 	374.00	S.F.	400	1	2024-11-04
557	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
557	BRN1	BARN - 1 STORY	 	 	1800.00	S.F.	10400	1	2024-11-04
557	BRN1	BARN - 1 STORY	 	 	840.00	S.F.	4800	1	2024-11-04
559	FGR2	GARAGE-GOOD	 	 	576.00	S.F.	22800	1	2024-11-04
559	LNT	LEAN-TO	 	 	120.00	S.F.	500	1	2024-11-04
560	FGR3	GARAGE-LOWCOST	 	 	572.00	S.F.	5300	1	2024-11-04
560	SHD1	SHED AVERAGE	 	 	184.00	S.F.	1100	1	2024-11-04
560	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
563	BRN3	1 STORY W/LOFT	 	 	384.00	S.F.	8900	1	2024-11-04
563	LNT	LEAN-TO	 	 	170.00	S.F.	600	1	2024-11-04
563	FGR1	GARAGE-AVE	 	 	400.00	S.F.	10200	1	2024-11-04
563	PAT1	PATIO-AVG	 	 	450.00	S.F.	2700	1	2024-11-04
563	PAT1	PATIO-AVG	 	 	216.00	S.F.	1300	1	2024-11-04
564	BRN1	BARN - 1 STORY	 	 	3600.00	S.F.	29000	1	2024-11-04
564	FGR4	W/LOFT-AVG	 	 	1008.00	S.F	36300	1	2024-11-04
564	FCP	CARPORT	 	 	260.00	S.F.	3600	1	2024-11-04
564	GEN1	BACK UP POWER >20KW	 	 	1.00	UNITS	8500	1	2024-11-04
564	PAVC	SV PAVING LG	 	 	1.00	UNITS	3800	1	2024-11-04
565	SHD3	LOW COST	 	 	96.00	S.F.	700	1	2024-11-04
565	FGR5	W/LOFT GOOD	 	 	720.00	S.F.	31800	1	2024-11-04
565	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	1	2024-11-04
565	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
569	BRN3	1 STORY W/LOFT	 	 	2000.00	S.F.	46400	2	2024-11-04
569	SPL3	GUNITE	 	 	230.00	S.F.	900	2	2024-11-04
569	SHD1	SHED AVERAGE	 	 	234.00	S.F.	900	2	2024-11-04
570	SHDC	SHED FLDPR	 	 	1.00	UNITS	300	1	2024-11-04
570	BRN8	POLE BRN/RUN N	 	 	160.00	S.F.	1500	1	2024-11-04
571	FGR3	GARAGE-LOWCOST	 	 	1092.00	S.F.	12600	1	2024-11-04
571	FGR1	GARAGE-AVE	 	 	480.00	S.F.	7700	1	2024-11-04
571	SHD1	SHED AVERAGE	 	 	240.00	S.F.	2200	1	2024-11-04
571	GRN1	GREEN HOUSE-RS	 	 	648.00	S.F.	8400	1	2024-11-04
572	SHD1	SHED AVERAGE	 	 	64.00	S.F.	1000	1	2024-11-04
572	PAT1	PATIO-AVG	 	 	182.00	S.F.	700	1	2024-11-04
576	FGR7	W/LOFT EXCELL	 	 	1440.00	S.F.	80400	2	2024-11-04
576	STB6	CSTM STABLE	 	 	1368.00	S.F.	102300	5	2024-11-04
576	BRN8	POLE BRN/RUN N	 	 	1008.00	S.F.	14500	5	2024-11-04
576	THSE	TEA HOUSE	 	 	1.00	UNITS	5000	3	2024-11-04
576	PAT2	PATIO-GOOD	 	 	132.00	S.F.	1300	3	2024-11-04
576	TEN	TENNIS COURT	 	 	7200.00	S.F.	14400	5	2024-11-04
576	BHLG	BOAT HSE/FIN L	 	 	1064.00	S.F.	37200	3	2024-11-04
576	GAZE	GAZEBO FP	 	 	1.00	UNITS	1800	5	2024-11-04
576	PRGE	SV EXC PERGOLA	 	 	1.00	S.F.	4500	2	2024-11-04
576	PUB	CSTM OB	 	 	512.00	S.F.	22100	1	2024-11-04
578	CAB2	W/IMPROVEMENTS	 	 	224.00	S.F.	9300	1	2024-11-04
578	FOP	SCREEN HOUSE	 	 	112.00	S.F.	1000	1	2024-11-04
578	BN11	P&BBRN/SHP2S-L	 	 	1560.00	SF	58300	1	2024-11-04
578	GEN1	BACK UP POWER >20KW	 	 	1.00	UNITS	8500	1	2024-11-04
579	STB5	W/LOFT+IMP+	 	 	2040.00	S.F.	80800	1	2024-11-04
579	BRN8	POLE BRN/RUN N	 	 	714.00	S.F.	9100	1	2024-11-04
579	SHD1	SHED AVERAGE	 	 	576.00	S.F.	8600	1	2024-11-04
579	SHP1	WORK SHOP AVE	 	 	1056.00	S.F.	25900	1	2024-11-04
581	CHSE	CARRIAGE HOUSE	 	 	1320.00	S.F.	35600	1	2024-11-04
581	BN11	P&BBRN/SHP2S-L	 	 	1768.00	SF	70000	1	2024-11-04
581	CHSE	CARRIAGE HOUSE	 	 	1320.00	S.F.	35600	1	2024-11-04
581	IMP	IMPLEMENT SHED	 	 	600.00	S.F.	7000	1	2024-11-04
581	BRN8	POLE BRN/RUN N	 	 	280.00	S.F.	4000	1	2024-11-04
581	BRN8	POLE BRN/RUN N	 	 	280.00	S.F.	4000	1	2024-11-04
581	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
581	CHSE	CARRIAGE HOUSE	 	 	480.00	S.F.	13000	1	2024-11-04
581	IMP	IMPLEMENT SHED	 	 	1040.00	S.F.	12200	1	2024-11-04
582	GAZG	GAZEBO SF $	 	 	256.00	S.F.	5600	1	2024-11-04
582	FGRB	S STORY GAR AVE	 	 	900.00	UNITS	41000	1	2024-11-04
582	FGR1	GARAGE-AVE	 	 	368.00	S.F.	11200	1	2024-11-04
582	FGR1	GARAGE-AVE	 	 	368.00	S.F.	11200	1	2024-11-04
582	SLR3	SOLAR PV 7-10KW	 	 	1.00	UNITS	20000	1	2024-11-04
584	BN12	BN 11 W/FINISH	 	 	3921.00	S.F.	137200	2	2024-11-04
584	BRN3	1 STORY W/LOFT	 	 	1189.00	S.F.	24100	2	2024-11-04
584	DECK	DECK	 	 	308.00	S.F.	2400	1	2024-11-04
584	BRN1	BARN - 1 STORY	 	 	630.00	S.F.	8700	2	2024-11-04
584	PLT1	PLTRY HSE 1 ST	 	 	180.00	S.F.	1000	2	2024-11-04
584	SHP4	W/IMPROV AGE	 	 	832.00	S.F.	14000	2	2024-11-04
584	PAVC	SV PAVING LG	 	 	1.00	UNITS	7500	1	2024-11-04
584	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
593	SHP4	W/IMPROV AGE	 	 	560.00	S.F.	11000	1	2024-11-04
593	LNT	LEAN-TO	 	 	45.00	S.F.	100	1	2024-11-04
593	LNT	LEAN-TO	 	 	55.00	S.F.	100	1	2024-11-04
593	LNT	LEAN-TO	 	 	72.00	S.F.	200	1	2024-11-04
593	PAVB	SV PAVING SML	 	 	1.00	UNITS	1500	1	2024-11-04
593	LNT	LEAN-TO	 	 	66.00	S.F.	300	1	2024-11-04
593	BRN1	BARN - 1 STORY	 	 	336.00	S.F.	4600	1	2024-11-04
594	SHD1	SHED AVERAGE	 	 	240.00	S.F.	2200	1	2024-11-04
597	PAT1	PATIO-AVG	 	 	384.00	S.F.	2300	1	2024-11-04
600	SHD1	SHED AVERAGE	 	 	144.00	S.F.	1800	1	2024-11-04
600	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
600	PATH	PATIO -FIELDPR	 	 	1.00	UNITS	2000	1	2024-11-04
605	FGR1	GARAGE-AVE	 	 	768.00	S.F.	14700	1	2024-11-04
607	FGR1	GARAGE-AVE	 	 	576.00	S.F.	11100	1	2024-11-04
607	IMP	IMPLEMENT SHED	 	 	900.00	S.F.	5900	2	2024-11-04
607	SHD1	SHED AVERAGE	 	 	96.00	S.F.	900	1	2024-11-04
611	IMP	IMPLEMENT SHED	 	 	336.00	S.F.	1100	1	2024-11-04
611	SHDD	SHED FLDPR	 	 	1.00	UNITS	400	1	2024-11-04
611	LNT	LEAN-TO	 	 	48.00	S.F.	100	1	2024-11-04
616	FGR1	GARAGE-AVE	 	 	525.00	S.F.	10100	1	2024-11-04
616	FGR4	W/LOFT-AVG	 	 	936.00	S.F	27000	1	2024-11-04
616	SHD2	SHED GOOD	 	 	224.00	S.F.	3900	1	2024-11-04
616	SPL2	VINYL/PLASTIC	 	 	1152.00	S.F.	19000	1	2024-11-04
616	BTH1	BATH HOUSE/CAB	 	 	128.00	S.F.	2500	1	2024-11-04
616	SHD1	SHED AVERAGE	 	 	705.00	S.F.	10600	1	2024-11-04
616	LNT	LEAN-TO	 	 	80.00	S.F.	400	1	2024-11-04
616	WDK	WOOD DECK	 	 	88.00	S.F.	1200	1	2024-11-04
616	LNT	LEAN-TO	 	 	92.00	S.F.	400	1	2024-11-04
616	BRN3	1 STORY W/LOFT	 	 	700.00	S.F.	12200	1	2024-11-04
617	SHP4	W/IMPROV AGE	 	 	744.00	S.F.	10400	1	2024-11-04
617	BRN1	BARN - 1 STORY	 	 	1080.00	S.F.	9900	1	2024-11-04
617	IMP	IMPLEMENT SHED	 	 	440.00	S.F.	2300	1	2024-11-04
618	SHD1	SHED AVERAGE	 	 	240.00	S.F.	1400	1	2024-11-04
618	LNT	LEAN-TO	 	 	108.00	S.F.	200	1	2024-11-04
618	SHD1	SHED AVERAGE	 	 	36.00	S.F.	200	1	2024-11-04
618	BRN3	1 STORY W/LOFT	 	 	960.00	S.F.	7000	1	2024-11-04
618	LNT	LEAN-TO	 	 	200.00	S.F.	200	1	2024-11-04
618	PAT1	PATIO-AVG	 	 	126.00	S.F.	200	1	2024-11-04
621	FGR3	GARAGE-LOWCOST	 	 	240.00	S.F.	1100	1	2024-11-04
621	LNT	LEAN-TO	 	 	132.00	S.F.	400	1	2024-11-04
621	SHD1	SHED AVERAGE	 	 	120.00	S.F.	1800	1	2024-11-04
623	FGR3	GARAGE-LOWCOST	 	 	720.00	S.F.	8300	1	2024-11-04
623	SHD1	SHED AVERAGE	 	 	120.00	S.F.	600	1	2024-11-04
623	LNT	LEAN-TO	 	 	40.00	S.F.	100	1	2024-11-04
624	BRN3	1 STORY W/LOFT	 	 	960.00	S.F.	8400	1	2024-11-04
625	BRN4	1 STY LFT&BSMT	 	 	2745.00	S.F.	72100	1	2024-11-04
625	SHD1	SHED AVERAGE	 	 	252.00	S.F.	2800	1	2024-11-04
625	FRM	LC FIN RM IN OB	 	 	435.00	S.F.	5500	1	2024-11-04
625	BRN8	POLE BRN/RUN N	 	 	432.00	S.F.	5500	1	2024-11-04
625	PLT1	PLTRY HSE 1 ST	 	 	96.00	S.F.	600	1	2024-11-04
625	GEN2	BACK UP POWER <20 KW	 	 	1.00	UNITS	5500	1	2024-11-04
625	PAT1	PATIO-AVG	 	 	480.00	S.F.	2900	1	2024-11-04
626	FGR1	GARAGE-AVE	 	 	660.00	S.F.	12700	1	2024-11-04
626	SHD2	SHED GOOD	 	 	216.00	S.F.	4300	1	2024-11-04
626	PAT2	PATIO-GOOD	 	 	288.00	S.F.	2900	1	2024-11-04
626	BRN3	1 STORY W/LOFT	 	 	676.00	S.F.	17600	1	2024-11-04
626	LNT	LEAN-TO	 	 	370.00	S.F.	1700	1	2024-11-04
626	PAT1	PATIO-AVG	 	 	540.00	S.F.	3200	1	2024-11-04
626	PAVC	SV PAVING LG	 	 	1.00	UNITS	3800	1	2024-11-04
637	SHD2	SHED GOOD	 	 	322.00	S.F.	5700	1	2024-11-04
637	LNT	LEAN-TO	 	 	84.00	S.F.	300	1	2024-11-04
638	FOP	SCREEN HOUSE	 	 	256.00	S.F.	1500	1	2024-11-04
638	SHD3	LOW COST	 	 	154.00	S.F.	1100	2	2024-11-04
638	STB1	STABLE-LC	 	 	792.00	S.F.	7100	1	2024-11-04
638	FGR6	W/LOFT-POOR	 	 	840.00	S.F.	12200	1	2024-11-04
638	IMP	IMPLEMENT SHED	 	 	240.00	S.F.	1600	1	2024-11-04
638	IMP	IMPLEMENT SHED	 	 	384.00	S.F.	2500	2	2024-11-04
638	IMP	IMPLEMENT SHED	 	 	110.00	S.F.	700	1	2024-11-04
638	SHD3	LOW COST	 	 	128.00	S.F.	600	1	2024-11-04
639	SLR2	SOLAR PV 5-7KW	 	 	1.00	UNITS	15000	3	2024-11-04
639	FGR4	W/LOFT-AVG	 	 	510.00	S.F	16500	1	2024-11-04
639	PATH	PATIO -FIELDPR	 	 	2.00	UNITS	4000	1	2024-11-04
639	BBLC	BASKET BALL CRT	 	 	1.00	UNITS	5500	1	2024-11-04
